id,name,contact_phone,email,guardian_name,guardian_phone,skills_qualifications,disability_type,disability_subcategory,age,nationality,trainings_acquired,area_of_interest,current_status,institution_or_employer,suggested_suitability,aptitude_score_percent,aptitude_category,IQ_level
248,Ibrahim Patel,971565625728,ibrahim.patel.248@example.com,Mia Smith,971522000000,"Customer support, Admin assistance",Visual,Low vision,45,Indian,"Life skills & mobility training, Online freelancing (Upwork)",Customer Service,Working,Not currently enrolled or employed,"Audio-based roles (call center, voice transcription)",87,Excellent,106
249,Fatima Al Neyadi,971524228499,fatima.al.neyadi.249@example.com,Ahmed Al Ali,971529000000,"IT support, Security, Kitchen assistant",Hearing,Deaf,17,Indian,,Creative/Design,Working,Technical College Abu Dhabi,"Visual roles (data entry, graphic design)",49,Below Average,97
250,Asha Menon,971557490509,asha.menon.250@example.com,Sophia Allen,971523000000,"Accounting basics, Bookkeeping",Autism,Autism Spectrum Disorder - Low support,40,Emirati,"Graphic design, Basic IT (MS Office), Sign language (basic)",Retail,Working,Private School Abu Dhabi,Creative/design with clear briefs,51,Average,83
251,Rahul Nair,971504764925,rahul.nair.251@example.com,Reema Varma,971564000000,"Kitchen assistant, Accounting basics",Autism,Autism Spectrum Disorder - Low support,43,Emirati,"Mobile phone repair, Graphic design, Advanced IT (Web dev)",Logistics & Warehouse,Working,Company A (Retail),Supported workplace with routine,78,Good,122
252,Ali Al Shamsi,971568147617,ali.al.shamsi.252@example.com,Ali Al Hammadi,971544000000,"Assembly & packing, Tailoring, IT support",Physical,Limb loss / amputation,18,Pakistani,"Special education support, Data entry, Retail operations",Handicrafts & Art,Vocational training,Company B (Hospitality),"Remote/desk roles (customer support, data entry)",44,Below Average,106
253,Sara Al Muhairi,971522601645,sara.al.muhairi.253@example.com,Maya Menon,971559000000,"IT support, Assembly & packing, Transcription",Mental Health,Chronic mental health condition,54,Indian,,IT & Digital,Working,Technical College Abu Dhabi,Flexible hours roles (remote work),55,Average,94
254,Maya Thomas,971559749956,maya.thomas.254@example.com,Emma Johnson,971520000000,Assembly & packing,Intellectual,Moderate intellectual disability,57,Emirati,Graphic design,Handicrafts & Art,Unemployed,Not currently enrolled or employed,"Structured vocational roles (assembly, packaging)",56,Average,89
255,Anjali Singh,971522777079,anjali.singh.255@example.com,Noor Al Qubaisi,971526000000,"Transcription, Retail cashier, Customer support",Multiple,Multiple disabilities,47,Jordanian,"Warehouse operations, Online freelancing (Upwork), Soft skills & communication",Agriculture/Gardening,Unemployed,Not currently enrolled or employed,Customized supported employment plan,65,Average,90
256,Mia Williams,971580806958,mia.williams.256@example.com,Yusuf Al Shamsi,971508000000,"Bookkeeping, Content writing",Hearing,Hard of hearing,28,Indian,Special education support,Technical Repair,Vocational training,Company C (IT services),Back-office admin roles,69,Average,99
257,Neha Patel,971586657293,neha.patel.257@example.com,Fatima Al Hammadi,971552000000,"Retail cashier, Bookkeeping",Speech,Speech impairment,42,Other,Life skills & mobility training,IT & Digital,Freelance,Not currently enrolled or employed,IT & digital work,61,Average,89
258,Sophia Johnson,971528015619,sophia.johnson.258@example.com,Latifa Al Neyadi,971555000000,"IT support, Customer support, Admin assistance",Multiple,Multiple disabilities,60,British,"Hospitality training, Project-based training (3 months), Special education support",Creative/Design,Vocational training,Company B (Hospitality),Customized supported employment plan,56,Average,109
259,Aisha Al Neyadi,971542478712,aisha.al.neyadi.259@example.com,Priya Nair,971504000000,"Kitchen assistant, Assembly & packing",Hearing,Hard of hearing,48,Emirati,"Sign language (advanced), Customer service",Data & Analytics,Unemployed,Not currently enrolled or employed,On-site assembly/packing,72,Good,88
260,Neha Reddy,971556785072,neha.reddy.260@example.com,Asha Mohan,971502000000,"Web development, Gardening, Customer support",Intellectual,Mild intellectual disability,18,Egyptian,"Mobile phone repair, Warehouse operations",Technical Repair,Vocational training,Company B (Hospitality),Supported employment with job coach,66,Average,109
261,Priya Varma,971504892673,priya.varma.261@example.com,Amelia Allen,971588000000,"Web development, Content writing, Transcription",Autism,Autism Spectrum Disorder - High support,37,Indian,"Sign language (basic), Graphic design",Logistics & Warehouse,Vocational training,Company B (Hospitality),Creative/design with clear briefs,39,Needs Support,106
262,Neha Kumar,971508943468,neha.kumar.262@example.com,Mohammed Al Blooshi,971549000000,Gardening,Autism,Autism Spectrum Disorder - Low support,16,Indian,Retail operations,Handicrafts & Art,Working,Not currently enrolled or employed,Supported workplace with routine,55,Average,106
263,Asha Reddy,971563158935,asha.reddy.263@example.com,Neha Thomas,971556000000,"Content writing, Security, Transcription",Visual,Blind / no vision,44,Emirati,"Data entry, Special education support, Online freelancing (Upwork)",Sales & Marketing,Working,Company A (Retail),IT roles with screen-reader support,53,Average,78
264,Mia Davis,971522282772,mia.davis.264@example.com,Mason Hall,971504000000,IT support,Physical,Limb loss / amputation,54,British,"Special education support, Bookkeeping",IT & Digital,Working,Higher Learning Dubai,Accessible admin/IT roles,40,Below Average,100
265,Zainab Al Mansoori,971547022960,zainab.al.mansoori.265@example.com,Ethan Jones,971523000000,"Retail cashier, Gardening, Admin assistance",Multiple,Multiple disabilities,18,Indian,"Warehouse operations, Online freelancing (Upwork)",Creative/Design,Unemployed,Not currently enrolled or employed,Customized supported employment plan,68,Average,89
266,Ibrahim Nair,971567772519,ibrahim.nair.266@example.com,Anoop Reddy,971527000000,"Retail cashier, Transcription, IT support",Multiple,Multiple disabilities,26,Egyptian,,Administration,Freelance,Not currently enrolled or employed,Customized supported employment plan,74,Good,80
267,Ibrahim Kumar,971568378018,ibrahim.kumar.267@example.com,Ahmed Al Mansoori,971523000000,"Data entry, Warehouse assistant",Hearing,Deaf,41,Filipino,"Vocational tailoring, Mobile phone repair, Basic IT (MS Office)",Creative/Design,Working,Private School Abu Dhabi,On-site assembly/packing,64,Average,85
268,Aisha Al Ali,971524224124,aisha.al.ali.268@example.com,Noah Smith,971565000000,"Social media management, Security",Hearing,Deaf,25,Indian,,IT & Digital,Studying,Company C (IT services),Back-office admin roles,55,Average,100
269,Majid Al Ali,971551405786,majid.al.ali.269@example.com,Ahmed Al Falasi,971583000000,Retail cashier,Speech,Speech impairment,51,Filipino,"CNC basics, Graphic design, Soft skills & communication",Administration,Unemployed,Not currently enrolled or employed,"Back-office roles (data entry, admin)",52,Average,95
270,Hamad Al Neyadi,971566870079,hamad.al.neyadi.270@example.com,Hamad Al Mazroui,971507000000,Transcription,Autism,Autism Spectrum Disorder - Low support,48,Indian,,Handicrafts & Art,Studying,Not currently enrolled or employed,"IT & structured tasks (data, QA)",80,Good,93
271,Mason Jones,971553985547,mason.jones.271@example.com,Saeed Al Blooshi,971528000000,"Accounting basics, Assembly & packing, Transcription",Intellectual,Moderate intellectual disability,16,American,"Warehouse operations, Life skills & mobility training, Graphic design",Data & Analytics,Unemployed,Not currently enrolled or employed,Hospitality support roles with routines,77,Good,86
272,Ahmed Al Hammadi,971551569562,ahmed.al.hammadi.272@example.com,Liam Brown,971555000000,"Retail cashier, Bookkeeping, Gardening",Learning,Dyslexia / learning difficulty,38,Emirati,"Retail operations, Advanced IT (Web dev), Data entry",Customer Service,Freelance,Not currently enrolled or employed,Hands-on vocational work,72,Good,117
273,Anjali Raj,971526149872,anjali.raj.273@example.com,Rahul Thomas,971570000000,Content writing,Visual,Low vision,32,Other,"Sign language (basic), Basic IT (MS Office)",Accounting/Finance,Vocational training,Company C (IT services),"Tactile/vocational roles (tailoring, assembly)",30,Needs Support,90
274,Farah Cherian,971506056641,farah.cherian.274@example.com,Maya Cherian,971548000000,Warehouse assistant,Intellectual,Moderate intellectual disability,36,Emirati,,Technical Repair,Vocational training,Technical College Abu Dhabi,Hospitality support roles with routines,73,Good,97
275,Yusuf Al Hosani,971523254110,yusuf.al.hosani.275@example.com,Ibrahim Kumar,971565000000,"Bookkeeping, Graphic design, Admin assistance",Multiple,Multiple disabilities,19,Bangladeshi,,Sales & Marketing,Working,Higher Learning Dubai,Customized supported employment plan,70,Good,92
276,Mohammed Al Mazroui,971555120704,mohammed.al.mazroui.276@example.com,Anoop Singh,971501000000,"Tailoring, Data entry, Admin assistance",Autism,Autism Spectrum Disorder - Low support,42,Emirati,"CNC basics, Mobile phone repair, Hospitality training",Manufacturing,Vocational training,Freelance / Self-employed,"IT & structured tasks (data, QA)",66,Average,98
277,Priya Balakrishnan,971521109193,priya.balakrishnan.277@example.com,Noah Hall,971546000000,"Gardening, Assembly & packing",Visual,Low vision,18,Emirati,"Bookkeeping, Special education support",Technical Repair,Working,Gulf Vocational Center,"Audio-based roles (call center, voice transcription)",82,Good,103
278,Deepa Varma,971545089203,deepa.varma.278@example.com,Reema Mohan,971521000000,"Admin assistance, Warehouse assistant, Gardening",Hearing,Deaf,28,Egyptian,"Mobile phone repair, Barista & cafe skills",Retail,Studying,Technical College Abu Dhabi,On-site assembly/packing,70,Good,95
279,Ahmed Al Hammadi,971523793375,ahmed.al.hammadi.279@example.com,Lucas Williams,971552000000,"Handicrafts, Gardening",Autism,Autism Spectrum Disorder - High support,23,Emirati,"Advanced IT (Web dev), Basic IT (MS Office)",Administration,Studying,Gulf Vocational Center,"IT & structured tasks (data, QA)",57,Average,94
280,Noah Taylor,971528323024,noah.taylor.280@example.com,Liam Johnson,971552000000,"Tailoring, Assembly & packing, Graphic design",Speech,Speech impairment,39,Egyptian,,Retail,Unemployed,Not currently enrolled or employed,"Back-office roles (data entry, admin)",70,Good,94
281,Arjun Mohan,971555596309,arjun.mohan.281@example.com,Reema Mohan,971543000000,Sales support,Autism,Autism Spectrum Disorder - Low support,47,Emirati,,Retail,Working,Freelance / Self-employed,Supported workplace with routine,69,Average,124
282,Majid Al Shamsi,971525587774,majid.al.shamsi.282@example.com,Rahul Balakrishnan,971580000000,"Gardening, Accounting basics",Visual,Blind / no vision,35,Indian,"Data entry, Life skills & mobility training",Hospitality,Studying,Higher Learning Dubai,"Tactile/vocational roles (tailoring, assembly)",78,Good,96
283,Zainab Al Neyadi,971560789567,zainab.al.neyadi.283@example.com,Anoop Varma,971528000000,"Graphic design, Retail cashier",Visual,Blind / no vision,32,Filipino,,Data & Analytics,Working,Online training - Coursera,"Audio-based roles (call center, voice transcription)",83,Good,95
284,Zainab Al Mazroui,971563535444,zainab.al.mazroui.284@example.com,Mariam Al Muhairi,971528000000,Sales support,Intellectual,Mild intellectual disability,53,Jordanian,Warehouse operations,Administration,Studying,Not currently enrolled or employed,"Structured vocational roles (assembly, packaging)",34,Needs Support,87
285,Kamal Balakrishnan,971528775153,kamal.balakrishnan.285@example.com,Yusuf Al Neyadi,971558000000,"Kitchen assistant, Warehouse assistant, Bookkeeping",Hearing,Hard of hearing,16,Indian,"Mobile phone repair, Warehouse operations, Life skills & mobility training",Handicrafts & Art,Working,Technical College Abu Dhabi,Back-office admin roles,36,Needs Support,95
286,Farah Nair,971525999966,farah.nair.286@example.com,Huda Al Hosani,971566000000,Transcription,Learning,Dyslexia / learning difficulty,35,Emirati,Advanced IT (Web dev),Creative/Design,Vocational training,Company A (Retail),Roles with assistive tech (auditory support),65,Average,120
287,Fatima Al Falasi,971543348170,fatima.al.falasi.287@example.com,Ahmed Al Muhairi,971547000000,Web development,Intellectual,Moderate intellectual disability,20,Indian,Bookkeeping,Education Support,Unemployed,Not currently enrolled or employed,Hospitality support roles with routines,69,Average,97
288,Deepa Balakrishnan,971549387430,deepa.balakrishnan.288@example.com,Mia Brown,971527000000,"Graphic design, Retail cashier, Admin assistance",Intellectual,Moderate intellectual disability,45,Pakistani,"Bookkeeping, Warehouse operations",Agriculture/Gardening,Unemployed,Not currently enrolled or employed,"Structured vocational roles (assembly, packaging)",77,Good,73
289,Hamad Al Qubaisi,971586762916,hamad.al.qubaisi.289@example.com,Anjali Raj,971522000000,"Graphic design, IT support",Intellectual,Mild intellectual disability,51,Emirati,"Mobile phone repair, CNC basics",Retail,Working,Company B (Hospitality),"Structured vocational roles (assembly, packaging)",68,Average,109
290,Ravi Menon,971587656360,ravi.menon.290@example.com,Aisha Al Rumaithi,971526000000,"Web development, Sales support",Learning,Dyslexia / learning difficulty,31,Egyptian,"Vocational tailoring, Project-based training (3 months)",Creative/Design,Studying,Higher Learning Dubai,Roles with assistive tech (auditory support),42,Below Average,113
291,Latifa Al Rumaithi,971552104275,latifa.al.rumaithi.291@example.com,Mohammed Al Hammadi,971564000000,Security,Intellectual,Moderate intellectual disability,19,Filipino,Sign language (advanced),Manufacturing,Freelance,Not currently enrolled or employed,"Structured vocational roles (assembly, packaging)",70,Good,95
292,Yusuf Al Mazroui,971505313122,yusuf.al.mazroui.292@example.com,Majid Al Hosani,971526000000,IT support,Intellectual,Mild intellectual disability,43,Emirati,"Barista & cafe skills, Vocational tailoring",IT & Digital,Working,Community College Sharjah,"Structured vocational roles (assembly, packaging)",74,Good,127
